日付,借方名称,金額,摘要,file,rows
2013-12-06,会議費,471.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4425
2013-12-07,会議費,467.0,BEAKERY　　　　　コーヒー,new_1012000102_dai_25_12.csv,4433
2013-12-07,会議費,620.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4440
2013-12-08,会議費,820.0,スターバックス　　　　　コーヒー,new_1012000102_dai_25_12.csv,4443
2013-12-09,会議費,463.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4454
2013-12-10,会議費,480.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4461
2013-12-11,会議費,463.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4474
2013-12-12,会議費,510.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4488
2013-12-13,会議費,487.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4504
2013-12-14,会議費,572.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4519
2013-12-14,会議費,7620.0,磯丸水産　　　　ミーティングﾞ食事代,new_1012000102_dai_25_12.csv,4524
2013-12-15,会議費,1948.0,風月堂他2件　　　　コーヒー他,new_1012000102_dai_25_12.csv,4529
2013-12-16,会議費,491.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4537
2013-12-16,会議費,4728.0,スカイラーク　　　　　　　会議ミーティングコーヒー食事,new_1012000102_dai_25_12.csv,4543
2013-12-17,会議費,477.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4558
2013-12-18,会議費,1324.0,BAKERY他2件　　　　　コーヒー他,new_1012000102_dai_25_12.csv,4576
2013-12-18,会議費,463.0,ローソン　　　早朝ミーティングﾞ朝食代,new_1012000102_dai_25_12.csv,4579
2013-12-18,会議費,463.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4583
2013-12-19,会議費,489.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4591
2013-12-20,会議費,475.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4603
2013-12-21,会議費,600.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4611
2013-12-24,会議費,567.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4633
2013-12-25,会議費,571.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4644
2013-12-26,会議費,477.0,上島コーヒー　　早朝ミーティングコーヒー代,new_1012000102_dai_25_12.csv,4658
2013-12-26,会議費,614.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4665
2013-12-27,会議費,1458.0,ルノアール　　　ミーティングコーヒー他,new_1012000102_dai_25_12.csv,4670
2013-12-27,会議費,554.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4674
2013-12-28,会議費,600.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4689
2013-12-29,会議費,581.0,BAKERY　　　　　コーヒー,new_1012000102_dai_25_12.csv,4694
2013-12-30,会議費,611.0,ﾛｰｿﾝ　早朝ﾐｰﾃｨﾝｸﾞ朝食代,new_1012000102_dai_25_12.csv,4707
2013-12-30,会議費,439.0,BAKERY　　　　　コーヒー,new_1012000102_dai_25_12.csv,4713
2015-04-03,会議費,17440.0,会食代　よよぎあん　ﾀｶﾗｽﾀﾝﾀﾞ-ﾄﾞ2名、ｲﾜﾌﾞ,new_SW00000070.csv,96
2015-04-03,会議費,3809.0,会食代　元屋　ﾀｶﾗｽﾀﾝﾀﾞ-ﾄﾞ2名、スズキ2名,new_SW00000070.csv,98
2015-04-14,会議費,10376.0,会食代　2名　鐵一,new_SW00000070.csv,217
2015-04-15,会議費,3240.0,打合せ時昼食代　税理士髙木先生、スズキ野,new_SW00000070.csv,244
2015-04-21,会議費,11790.0,施工協力会会食代　union　5名,new_SW00000070.csv,357
2015-04-22,会議費,648.0,内部監査時お茶代　ファミリーマート,new_SW00000070.csv,380
2015-04-24,会議費,756.0,取締役会用飲料7本　ファミリーマート,new_SW00000070.csv,423
2015-05-01,会議費,1100.0,現場交通費　俵木邸,new_SW00000070.csv,793
2015-05-12,会議費,13630.0,会食代　埼玉家　3名,new_SW00000070.csv,884
2015-05-12,会議費,12190.0,会食代　埼玉家　3名,new_SW00000070.csv,886
2015-05-19,会議費,432.0,打合せ時飲料代　水川邸,new_SW00000070.csv,970
2015-05-19,会議費,3050.0,会食代　珍満　スズキ2名,new_SW00000070.csv,972
2015-05-22,会議費,2750.0,会食代　幸楽　スズキ　3名,new_SW00000070.csv,1045
2015-05-28,会議費,1080.0,株主総会用飲料　10本　ファミリーマート,new_SW00000070.csv,1185
2015-05-30,会議費,2100.0,打合せ時飲食代　彩食キッチンirodori,new_SW00000070.csv,1251
2015-06-02,会議費,8549.0,会食代　スズキ３名　安楽亭,new_SW00000070.csv,1437
2015-06-10,会議費,14200.0,会食代　あうん　３名(染谷・渡邉・清原),new_SW00000070.csv,1556
2015-06-10,会議費,19170.0,会食代　スズキ4名　あうん,new_SW00000070.csv,1571
2015-06-11,会議費,30000.0,会食代　スズキ4名伊藤工務店4名山内電気,new_SW00000070.csv,1602
2015-06-11,会議費,19310.0,会食代　スズキ4名伊藤工務店3名山内電気,new_SW00000070.csv,1616
2015-06-30,会議費,8000.0,会食代　埼玉家,new_SW00000070.csv,2072
2015-07-07,会議費,8650.0,会食代　スズキ２名　埼玉家,new_SW00000070.csv,2323
2015-07-08,会議費,500.0,見積提出時飲料代　三木邸　ドトールコーヒ,new_SW00000070.csv,2365
2015-07-21,会議費,27226.0,会食代　SPAGHETTERIA BOUNO！　9名,new_SW00000070.csv,2624
2015-07-25,会議費,21280.0,施工協力会役員会　懇親会費スズキ4名・,new_SW00000070.csv,2754
2015-07-25,会議費,20000.0,施工協力会役員会　懇親会費スズキ4名・,new_SW00000070.csv,2764
2015-07-31,会議費,23500.0,施工協力会総会　会場代　北とぴあ,new_SW00000070.csv,2995
2015-08-04,会議費,1296.0,施工協力会役員会用飲料　ローソン,new_SW00000070.csv,3155
2015-08-04,会議費,648.0,施工協力会役員会用飲料　セブンイレブン,new_SW00000070.csv,3157
2015-08-08,会議費,16643.0,会食代　和み家　3名,new_SW00000070.csv,3249
2015-08-12,会議費,17150.0,会食代　かきべえ赤羽店　4名,new_SW00000070.csv,3312
2015-08-21,会議費,5097.0,会食代　りゅうらーめん　スズキ3名,new_SW00000070.csv,3389
2015-08-25,会議費,1000.0,会食代　北区耐震委員会暑気払い,new_SW00000070.csv,3428
2015-08-25,会議費,10500.0,施工協力会懇談会　さかなや道場　スズキ,new_SW00000070.csv,3431
2015-08-25,会議費,14000.0,施工協力会懇談会　さかなや道場　スズキ,new_SW00000070.csv,3432
2015-08-25,会議費,10500.0,施工協力会懇談会　さかなや道場　スズキ,new_SW00000070.csv,3433
2015-08-25,会議費,7000.0,施工協力会懇談会　さかなや道場　スズキ,new_SW00000070.csv,3434
2015-08-25,会議費,4455.0,施工協力会　会食代　半平　本社2名,new_SW00000070.csv,3440
2015-08-25,会議費,6681.0,施工協力会　会食代　半平　赤羽店3名,new_SW00000070.csv,3442
2015-08-25,会議費,8909.0,施工協力会　会食代半平　荒川店3名,new_SW00000070.csv,3443
2015-08-25,会議費,4520.0,施工協力会　会食代　半平　共通部門,new_SW00000070.csv,3444
2015-09-09,会議費,864.0,打合せ時飲料代　ﾌｧﾐﾘ-ﾏ-ﾄ,new_SW00000070.csv,3883
2015-09-19,会議費,302.0,来客用飲料代(お子様用ジュース),new_SW00000070.csv,4049
2015-09-28,会議費,10016.0,飲料水　コスモウォーター,new_SW00000070.csv,4170
2015-09-29,会議費,9912.0,会食代　日本海　スズキ染谷、古矢設計事,new_SW00000070.csv,4238
2015-09-30,会議費,9650.0,会食代　いくどん　笠原工業2名スズキ2名,new_SW00000070.csv,4360
2015-10-16,会議費,129.0,来客用飲料代　サンクス,new_SW00000070.csv,4749
2015-10-16,会議費,5050.0,会食代　山内電気1名・スズキ1名　埼玉家,new_SW00000070.csv,4761
2015-10-16,会議費,19400.0,会食代　伊藤工務店3名・スズキ2名　ハト,new_SW00000070.csv,4763
2015-10-16,会議費,10011.0,会食代　宮城工務店1名・スズキ1名　坐和,new_SW00000070.csv,4765
2015-10-20,会議費,10350.0,会食代　宮城工務店2名スズキ1名　天心,new_SW00000070.csv,4833
2015-10-20,会議費,15028.0,会食代　伊藤工務店2名スズキ2名　酪農屋,new_SW00000070.csv,4844
2015-10-23,会議費,864.0,取締役会お茶代　ファミリーマート,new_SW00000070.csv,4924
2015-10-23,会議費,1050.0,上田邸　打合せ時飲料代　プロント,new_SW00000070.csv,4930
2015-11-05,会議費,432.0,来客時飲料代　永木部長打合せ時用　ﾌｧﾐﾘ-ﾏ,new_SW00000070.csv,5358
2015-11-09,会議費,257.0,打合せ飲料代　ドラッグストアアオヤマ,new_SW00000070.csv,5400
2015-11-17,会議費,3553.0,会食代　かあちゃん　宮城工務店1名、イワ,new_SW00000070.csv,5530
2015-11-25,会議費,710.0,現場打合せ飲料代,new_SW00000070.csv,5681
2015-12-01,会議費,1296.0,佐藤邸見積提出飲食代,new_SW00000070.csv,5964
2015-12-01,会議費,200.0,現場飲料代　山田邸現場調査,new_SW00000070.csv,5982
2016-01-07,会議費,7408.0,会食代　いけ増　スズキ2名、伊藤工務店1,new_SW00000070.csv,6751
2016-01-07,会議費,13700.0,会食代　まるます家　スズキ4名、伊藤工,new_SW00000070.csv,6753
2016-01-21,会議費,864.0,取締役会、税理士訪問用飲料　サンクス,new_SW00000070.csv,6928
2016-01-21,会議費,200.0,飲料代　水落邸現場調査,new_SW00000070.csv,6934
2016-01-30,会議費,750.0,打合せ時飲料代　2名　紅林飯店,new_SW00000070.csv,7133
2016-02-18,会議費,10060.0,会食代として　伊藤工務店2名、スズキ1名,new_SW00000070.csv,7580
2016-02-24,会議費,513.0,現場飲料代　渡辺邸　ミニストップ千住仲町,new_SW00000070.csv,7643
2016-03-02,会議費,756.0,会議時お茶代　ファミリーマート赤羽岩淵町,new_SW00000070.csv,7962
2016-03-09,会議費,8570.0,会食代　でんがな赤羽店　2名（渡邉、ライ,new_SW00000070.csv,8081
2016-03-14,会議費,280.0,打合時飲料代　中山邸,new_SW00000070.csv,8151
2016-03-29,会議費,216.0,来客用飲料,new_SW00000070.csv,8405
2015-01-21,会議費,8720.0,無等山　営業打ち合わせ,new_SW00000002.csv,59
2015-01-23,会議費,18060.0,湊　営業打ち合わせ,new_SW00000002.csv,61
2015-02-05,会議費,16578.0,にくがとう　営業打ち合わせ,new_SW00000002.csv,798
2015-02-07,会議費,13200.0,てんやわんや　営業打ち合わせ,new_SW00000002.csv,802
2015-02-07,会議費,2520.0,四川飯店　打合せ,new_SW00000002.csv,804
2015-02-12,会議費,9344.0,ルナエドルチェ　品管打ち合わせ,new_SW00000002.csv,811
2015-02-18,会議費,11100.0,CONA　打合せ,new_SW00000002.csv,824
2015-02-23,会議費,17280.0,吉野鮨　役員打合せ,new_SW00000002.csv,833
2015-02-25,会議費,3830.0,花吉辰,new_SW00000002.csv,837
2015-02-27,会議費,1460.0,エクセルシオール,new_SW00000002.csv,858
2015-03-02,会議費,27918.0,タンブレロ　打合せ,new_SW00000002.csv,1560
2015-03-03,会議費,3672.0,和光　打合せ,new_SW00000002.csv,1568
2015-03-11,会議費,4579.0,高島屋　打合せ,new_SW00000002.csv,1587
2015-03-13,会議費,2940.0,あまね　打合せ,new_SW00000002.csv,1593
2015-03-20,会議費,9936.0,孫　打合せ,new_SW00000002.csv,1610
2015-03-25,会議費,16308.0,三越　会議用弁当,new_SW00000002.csv,1618
2015-04-01,会議費,14482.0,孫　打合せ,new_SW00000002.csv,2338
2015-04-02,会議費,8434.0,チキンプレイス　打合せ,new_SW00000002.csv,2349
2015-04-08,会議費,6804.0,よし藤　打合せ,new_SW00000002.csv,2366
2015-04-10,会議費,13404.0,孫　営業打ち合わせ,new_SW00000002.csv,2372
2015-04-16,会議費,4010.0,金子半之助　打合せ,new_SW00000002.csv,2387
2015-04-25,会議費,8664.0,マンダリンオリエンタル　女性社員打合せ,new_SW00000002.csv,2399
2015-04-25,会議費,15271.0,孫　女子社員打合せ,new_SW00000002.csv,2400
2015-04-25,会議費,10884.0,好の笹　品管打合せ,new_SW00000002.csv,2401
2015-04-30,会議費,7800.0,ピーター　ペニンシュラ　打合せ,new_SW00000002.csv,2419
2015-05-01,会議費,8280.0,かつ野　打合せ,new_SW00000002.csv,3150
2015-05-07,会議費,15824.0,桃花林　役員打合せ,new_SW00000002.csv,3160
2015-05-07,会議費,8640.0,孫　打合せ,new_SW00000002.csv,3165
2015-05-11,会議費,4420.0,てん屋わん屋　打合せ,new_SW00000002.csv,3175
2015-05-15,会議費,2152.0,タンブレロ　打合せ,new_SW00000002.csv,3185
2015-05-18,会議費,7161.0,好の笹　打合せ,new_SW00000002.csv,3197
2015-05-19,会議費,7570.0,かつ野　打合せ,new_SW00000002.csv,3198
2015-05-25,会議費,10610.0,㈱Siniolchu　打合せ,new_SW00000002.csv,3213
2015-06-08,会議費,2570.0,利休庵　打合せ,new_SW00000002.csv,3960
2015-06-11,会議費,2370.0,東京カオマンガイ　打合せ,new_SW00000002.csv,3973
2015-06-23,会議費,7492.0,孫　女子打合せ,new_SW00000002.csv,4003
2015-06-28,会議費,4500.0,やぶそば　打合せ,new_SW00000002.csv,4018
2015-07-02,会議費,11410.0,肉の切り方　打合せ,new_SW00000002.csv,4755
2015-07-09,会議費,4104.0,大江戸　打合せ,new_SW00000002.csv,4774
2015-07-13,会議費,5184.0,和光　中川好　打合せ,new_SW00000002.csv,4787
2015-07-15,会議費,9599.0,肉の切り方　打合せ,new_SW00000002.csv,4795
2015-07-21,会議費,7236.0,ノア渋谷　社長打合せ,new_SW00000002.csv,4803
2015-07-22,会議費,12960.0,大江戸　打合せ,new_SW00000002.csv,4808
2015-07-22,会議費,8371.0,浜町亭　打合せ,new_SW00000002.csv,4812
2015-07-24,会議費,5440.0,うどん本陣　打合せ,new_SW00000002.csv,4818
2015-07-24,会議費,16783.0,孫　品管打合せ,new_SW00000002.csv,4821
2015-08-03,会議費,1944.0,㈱大利根カントリー倶楽部　打合せお茶,new_SW00000002.csv,5631
2015-08-13,会議費,15726.0,李湘澤　営業打ち合わせ,new_SW00000002.csv,5661
2015-08-15,会議費,7992.0,大江戸　打合せ,new_SW00000002.csv,5663
2015-08-18,会議費,18457.0,孫　センター打ち合わせ,new_SW00000002.csv,5671
2015-08-19,会議費,13046.0,奇珍楼　打合せ,new_SW00000002.csv,5675
2015-08-24,会議費,4940.0,YEAST　TF打合せ(7/24）分,new_SW00000002.csv,5685
2015-08-25,会議費,3650.0,利休庵　打合せ,new_SW00000002.csv,5696
2015-08-31,会議費,1230.0,東武ホテル　打合せ,new_SW00000002.csv,5704
2015-09-02,会議費,1230.0,東武ホテル　打合せ,new_SW00000002.csv,6433
2015-09-12,会議費,4228.0,鳥貴族　営業打ち合わせ,new_SW00000002.csv,6456
2015-09-14,会議費,12830.0,銀座アスター　打合せ,new_SW00000002.csv,6463
2015-09-28,会議費,6380.0,てんやわん屋　打合せ,new_SW00000002.csv,6488
2015-10-14,会議費,8600.0,叙々苑　打合せ,new_SW00000002.csv,7234
2015-10-15,会議費,13824.0,㈲吉野鮨　役員打合せ,new_SW00000002.csv,7242
2015-10-21,会議費,7300.0,きたむら　中川好　打合せ,new_SW00000002.csv,7270
2015-10-27,会議費,8800.0,ファロ資生堂　打合せ,new_SW00000002.csv,7290
2015-11-10,会議費,14256.0,いづもや　打合せ,new_SW00000002.csv,8046
2015-11-13,会議費,8780.0,かつ野　打合せ,new_SW00000002.csv,8058
2015-11-16,会議費,3607.0,ＶＩＲＯＮ　打合せ,new_SW00000002.csv,8064
2015-11-18,会議費,14163.0,孫　打合せ,new_SW00000002.csv,8074
2015-12-02,会議費,3160.0,無等山　打合せ,new_SW00000002.csv,8848
2015-12-04,会議費,19342.0,安兵衛　打合せ,new_SW00000002.csv,8859
2015-12-04,会議費,20968.0,かいか　営業打ち合わせ,new_SW00000002.csv,8864
2015-12-07,会議費,3770.0,湊　打合せ,new_SW00000002.csv,8868
2015-12-12,会議費,7776.0,大江戸　打合せ,new_SW00000002.csv,8888
2015-12-16,会議費,12150.0,タンブレロ　打合せ,new_SW00000002.csv,8908
2015-12-28,会議費,5954.0,炉端横山　打合せ,new_SW00000002.csv,8957
2015-12-30,会議費,10454.0,孫　品管打合せ,new_SW00000002.csv,8983
2016-01-02,会議費,22338.0,わん　打合せ食事代　,new_1012000102_dai_28_12.csv,1
2016-01-05,会議費,315.0,エクセルシオールカフェ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,9
2016-01-06,会議費,3561.0,やまと　打合せ食事代　,new_1012000102_dai_28_12.csv,13
2016-01-06,会議費,7737.0,三是　打合せ食事代　,new_1012000102_dai_28_12.csv,14
2016-01-06,会議費,241.0,カフェドクリエ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,17
2016-01-06,会議費,306.0,エスプレっソ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,18
2016-01-09,会議費,686.0,ドトール　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,38
2016-01-12,会議費,204.0,プロント　　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,48
2016-01-04,会議費,667.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,56
2016-01-05,会議費,665.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,63
2016-01-06,会議費,659.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,72
2016-01-07,会議費,670.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,82
2016-01-08,会議費,675.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,91
2016-01-09,会議費,625.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,100
2016-01-11,会議費,647.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,108
2016-01-13,会議費,3730.0,土間土間　打合せ食事代　,new_1012000102_dai_28_12.csv,115
2016-01-13,会議費,4998.0,王将　打合せ食事代　,new_1012000102_dai_28_12.csv,116
2016-01-13,会議費,306.0,エスプレッソ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,119
2016-01-13,会議費,352.0,エクセルシオールカフェ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,120
2016-01-13,会議費,750.0,上島コーヒー店　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,121
2016-01-15,会議費,945.0,上島コーヒー　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,141
2016-01-15,会議費,306.0,エスプレッソ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,142
2016-01-16,会議費,454.0,ベックス　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,146
2016-01-18,会議費,93.0,ケンタッキー　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,156
2016-01-18,会議費,1121.0,エスプレッソ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,158
2016-01-19,会議費,519.0,上島コーヒー店　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,161
2016-01-19,会議費,352.0,エクセルシオールカフェ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,164
2016-01-20,会議費,547.0,上島コーヒー店　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,173
2016-01-22,会議費,4521.0,鳥元　打合せ食事代　,new_1012000102_dai_28_12.csv,183
2016-01-22,会議費,547.0,上島コーヒー店　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,188
2016-01-24,会議費,40871.0,コリアタッカンマリ　打合せ食事代　,new_1012000102_dai_28_12.csv,198
2016-01-25,会議費,497.0,ニュウデイズ　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,203
2016-01-25,会議費,547.0,上島コーヒー店　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,204
2016-01-26,会議費,241.0,カフェドクリエ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,209
2016-01-27,会議費,315.0,エクセルシオールカフェ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,215
2016-01-28,会議費,1093.0,レモン　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,223
2016-01-12,会議費,625.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,227
2016-01-13,会議費,673.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,235
2016-01-14,会議費,672.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,242
2016-01-15,会議費,673.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,248
2016-01-16,会議費,668.0,ローソン　早朝ミーティン朝食代,new_1012000102_dai_28_12.csv,257
2016-01-18,会議費,652.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,266
2016-01-19,会議費,687.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,272
2016-01-20,会議費,707.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,279
2016-01-21,会議費,673.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,286
2016-01-22,会議費,640.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,293
2016-01-23,会議費,675.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,301
2016-01-25,会議費,663.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,305
2016-01-26,会議費,663.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,312
2016-01-27,会議費,659.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,320
2016-01-28,会議費,675.0,ローソン　早朝ミーティング朝食代　　,new_1012000102_dai_28_12.csv,332
2016-01-29,会議費,661.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,341
2016-01-30,会議費,650.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,352
2016-01-29,会議費,575.0,上島コーヒー店　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,357
2016-01-29,会議費,306.0,エスプレッソ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,360
2016-01-30,会議費,482.0,タップハウス　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,366
2016-02-01,会議費,575.0,上島コーヒー店　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,382
2016-02-02,会議費,315.0,エクセルシオールカフェ　打合せ食事代　,new_1012000102_dai_28_12.csv,390
2016-02-03,会議費,278.0,エクセルシオールカフェ　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,394
2016-02-03,会議費,9260.0,芋蔵　打合せ食事代　,new_1012000102_dai_28_12.csv,395
2016-02-01,会議費,650.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,407
2016-02-02,会議費,691.0,ローソン　早朝ミーティング朝食代,new_1012000102_dai_28_12.csv,415
2016-02-03,会議費,675.0,ローソン　早朝ミーティング朝食代,new_1012000102_dai_28_12.csv,421
2016-02-05,会議費,661.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,433
2016-02-06,会議費,691.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,441
2016-02-04,会議費,1093.0,レモン　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,451
2016-02-05,会議費,1130.0,レモン　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,455
2016-02-08,会議費,359.0,ニュウデイズ　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,468
2016-02-08,会議費,575.0,上島コーヒー店　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,469
2016-02-09,会議費,260.0,上島コーヒー店　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,476
2016-02-09,会議費,204.0,プロント　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,477
2016-02-08,会議費,668.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,486
2016-02-09,会議費,638.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,493
2016-02-10,会議費,686.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,497
2016-02-12,会議費,666.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,504
2016-02-13,会議費,660.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,513
2016-02-15,会議費,677.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,521
2016-02-16,会議費,674.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,529
2016-02-18,会議費,690.0,ローソン　早朝ミーティング朝食代　,new_1012000102_dai_28_12.csv,546
2016-02-10,会議費,3240.0,土間土間　打合せ食事代　,new_1012000102_dai_28_12.csv,551
2016-02-10,会議費,93.0,ケンタッキー　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,553
2016-02-10,会議費,899.0,上島コーヒー店　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,555
2016-02-11,会議費,420.0,スタバ　打合せ食事代　,new_1012000102_dai_28_12.csv,557
2016-02-12,会議費,1639.0,レモン　打合せ食事代　,new_1012000102_dai_28_12.csv,561
2016-02-12,会議費,547.0,上島コーヒー店　早朝ミーティングコーヒー代　,new_1012000102_dai_28_12.csv,562
2016-02-13,会議費,426.0,上島コーヒー店 早朝ミーティングコーヒー代,new_1012000102_dai_28_12.csv,566
2016-02-15,会議費,278.0,エクセルシオールカフェ 早朝ミーティングコーヒー代,new_1012000102_dai_28_12.csv,579
2016-02-15,会議費,565.0,上島コーヒー店 早朝ミーティングコーヒー代,new_1012000102_dai_28_12.csv,580
2016-02-16,会議費,204.0,プロント 早朝ミーティングコーヒー代,new_1012000102_dai_28_12.csv,589
2016-02-17,会議費,750.0,上島コーヒー店 早朝ミーティングコーヒー代,new_1012000102_dai_28_12.csv,599
2016-02-18,会議費,315.0,エクセルシオールカフェ 早朝ミーティングコーヒー代,new_1012000102_dai_28_12.csv,602
2016-02-21,会議費,621.0,上島コーヒー店 早朝ミーティングコーヒー代,new_1012000102_dai_28_12.csv,616
2016-02-22,会議費,723.0,上島コーヒー店 早朝ミーティングコーヒー代,new_1012000102_dai_28_12.csv,619
2016-02-19,会議費,663.0,ローソン 早朝ミーティング朝食代,new_1012000102_dai_28_12.csv,631
